Order ID,Symbol,Type,Trade Type,Entry Price,Exit Price,Quantity,PnL,Return %,Max Profit,Min Profit,Avg Profit,Avg Loss,Capital Used,Entry Time,Exit Time,Exit Reason
245,BSE:SENSEX2611483600CE,LONG,PAPER,409.55,473.20,455,+28960.75,+15.54%,+31258.50,+0.00,+21836.21,-,186345,2026-01-14 08:05:06,2026-01-14 08:05:08,Drop in percentage: 1.23% drop from peak profit (16.77% → 15.54%)
246,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,614.30,630.55,300,+4875.00,+2.65%,+7710.00,+0.00,+4477.50,-,184290,2026-01-14 08:05:09,2026-01-14 08:05:11,Drop in percentage: 1.54% drop from peak profit (4.18% → 2.65%)
247,NSE:NIFTY2611325700CE,LONG,REAL,100.95,97.95,1980,-300.00,-2.97%,+0.00,-5940.00,-,-5940.00,199881,2026-01-14 08:05:10,2026-01-14 08:05:10,Hard stop loss hit
248,NSE:NIFTY2611325700CE,LONG,REAL,97.95,101.60,2040,+7446.00,+3.73%,+15096.00,+0.00,+11424.00,-,199818,2026-01-14 08:05:10,2026-01-14 08:05:11,Drop in percentage: 3.83% drop from peak profit (7.55% → 3.73%)
249,NSE:FINNIFTY26JAN27600CE,LONG,REAL,285.30,285.30,700,+0.00,+0.00%,+6650.00,+0.00,+5592.22,-,199710,2026-01-14 08:05:10,2026-01-14 08:05:13,Microstructure: Volume spike with price rejection
250,NSE:NIFTY2611325700CE,LONG,REAL,101.60,97.35,1960,-300.00,-4.18%,+0.00,-8330.00,-,-4312.00,199136,2026-01-14 08:05:11,2026-01-14 08:05:11,Hard stop loss hit
251,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,630.55,626.25,300,-300.00,-0.68%,+675.00,-1290.00,+675.00,-1290.00,189165,2026-01-14 08:05:11,2026-01-14 08:05:12,Breakeven stop hit (protected capital)
252,NSE:NIFTY2611325700CE,LONG,REAL,97.35,105.50,2040,+16626.00,+8.37%,+20604.00,-102.00,+16197.60,-102.00,198594,2026-01-14 08:05:11,2026-01-14 08:05:13,Drop in percentage: 2.00% drop from peak profit (10.37% → 8.37%)
253,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,626.25,620.65,300,-300.00,-0.89%,+0.00,-1680.00,-,-1680.00,187875,2026-01-14 08:05:12,2026-01-14 08:05:12,Hard stop loss hit
254,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,620.65,633.85,300,+3960.00,+2.13%,+6405.00,+0.00,+5387.50,-,186195,2026-01-14 08:05:12,2026-01-14 08:05:13,Drop in percentage: 1.31% drop from peak profit (3.44% → 2.13%)
255,NSE:NIFTY2611325700CE,LONG,REAL,105.50,100.50,1880,-300.00,-4.74%,+0.00,-9400.00,-,-9400.00,198340,2026-01-14 08:05:13,2026-01-14 08:05:13,Hard stop loss hit
256,NSE:NIFTY2611325700CE,LONG,REAL,100.50,99.00,1980,-300.00,-1.49%,+0.00,-2970.00,-,-2970.00,198990,2026-01-14 08:05:13,2026-01-14 08:05:13,Hard stop loss hit
257,BSE:SENSEX2611483600CE,LONG,REAL,494.50,486.35,385,-300.00,-1.65%,+0.00,-3137.75,-,-3137.75,190382,2026-01-14 08:05:13,2026-01-14 08:05:13,Hard stop loss hit
258,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,633.85,632.25,300,-300.00,-0.25%,+0.00,-480.00,-,-480.00,190155,2026-01-14 08:05:13,2026-01-14 08:05:14,Hard stop loss hit
259,NSE:NIFTY2611325700CE,LONG,PAPER,94.75,94.30,2100,-300.00,-0.47%,+4095.00,-945.00,+4095.00,-945.00,198975,2026-01-14 08:05:14,2026-01-14 08:05:14,Breakeven stop hit (protected capital)
260,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,609.40,607.80,300,-300.00,-0.26%,+0.00,-480.00,-,-480.00,182820,2026-01-14 08:05:15,2026-01-14 08:05:15,Hard stop loss hit
261,BSE:SENSEX2611483600PE,LONG,PAPER,351.65,353.55,560,+1064.00,+0.54%,+3416.00,+0.00,+2240.00,-,196924,2026-01-14 08:05:15,2026-01-14 08:05:15,Drop in percentage: 1.19% drop from peak profit (1.73% → 0.54%)
262,NSE:NIFTY2611325700PE,LONG,PAPER,73.95,72.60,2700,-300.00,-1.83%,+1350.00,-3645.00,+1350.00,-3645.00,199665,2026-01-14 08:05:15,2026-01-14 08:05:15,Breakeven stop hit (protected capital)
263,NSE:BANKNIFTY26JAN59600PE,LONG,PAPER,490.95,490.00,390,-300.00,-0.19%,+0.00,-370.50,-,-370.50,191470,2026-01-14 08:05:15,2026-01-14 08:05:15,Hard stop loss hit
264,BSE:SENSEX2611483600PE,LONG,REAL,353.55,348.75,560,-300.00,-1.36%,+0.00,-2688.00,-,-2688.00,197988,2026-01-14 08:05:15,2026-01-14 08:05:16,Hard stop loss hit
265,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,490.00,487.70,390,-300.00,-0.47%,+0.00,-897.00,-,-507.00,191100,2026-01-14 08:05:15,2026-01-14 08:05:16,Hard stop loss hit
266,NSE:NIFTY2611325700PE,LONG,REAL,72.60,72.75,2740,+411.00,+0.21%,+3562.00,+0.00,+2237.67,-,198923,2026-01-14 08:05:15,2026-01-14 08:05:16,Drop in percentage: 1.58% drop from peak profit (1.79% → 0.21%)
267,BSE:SENSEX2611483600PE,LONG,REAL,348.75,348.35,560,-224.00,-0.11%,+2716.00,-224.00,+1932.00,-224.00,195300,2026-01-14 08:05:16,2026-01-14 08:05:16,Breakeven stop hit (protected capital)
268,BSE:SENSEX2611483600PE,LONG,REAL,348.35,343.00,560,-300.00,-1.54%,+0.00,-2996.00,-,-2996.00,195076,2026-01-14 08:05:16,2026-01-14 08:05:17,Hard stop loss hit
269,NSE:NIFTY2611325700PE,LONG,REAL,71.10,72.50,2800,+3920.00,+1.97%,+9520.00,+0.00,+5495.00,-,199079,2026-01-14 08:05:16,2026-01-14 08:05:18,Drop in percentage: 2.81% drop from peak profit (4.78% → 1.97%)
270,BSE:SENSEX2611483600PE,LONG,REAL,343.00,348.00,560,+2800.00,+1.46%,+4984.00,+0.00,+3318.00,-,192080,2026-01-14 08:05:17,2026-01-14 08:05:18,Drop in percentage: 1.14% drop from peak profit (2.59% → 1.46%)
271,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,483.35,496.70,390,+5206.50,+2.76%,+10042.50,+0.00,+6309.87,-,188506,2026-01-14 08:05:17,2026-01-14 08:05:20,Drop in percentage: 2.57% drop from peak profit (5.33% → 2.76%)
272,NSE:NIFTY2611325700PE,LONG,REAL,72.50,71.55,2740,-300.00,-1.31%,+6850.00,-2603.00,+6850.00,-2603.00,198650,2026-01-14 08:05:18,2026-01-14 08:05:18,Breakeven stop hit (protected capital)
273,BSE:SENSEX2611483600PE,LONG,REAL,348.00,345.50,560,-300.00,-0.72%,+3360.00,-1400.00,+3360.00,-1400.00,194880,2026-01-14 08:05:18,2026-01-14 08:05:18,Breakeven stop hit (protected capital)
274,NSE:NIFTY2611325700PE,LONG,REAL,71.55,75.60,2780,+11259.00,+5.66%,+14873.00,+0.00,+13066.00,-,198909,2026-01-14 08:05:18,2026-01-14 08:05:19,Drop in percentage: 1.82% drop from peak profit (7.48% → 5.66%)
275,NSE:FINNIFTY26JAN27600CE,LONG,REAL,264.90,283.75,750,+14137.50,+7.12%,+25575.00,+0.00,+16932.35,-,198674,2026-01-14 08:05:18,2026-01-14 08:05:23,Drop in percentage: 5.76% drop from peak profit (12.87% → 7.12%)
276,NSE:NIFTY2611325700PE,LONG,REAL,75.60,76.85,2640,+3300.00,+1.65%,+8184.00,+0.00,+5742.00,-,199583,2026-01-14 08:05:19,2026-01-14 08:05:19,Drop in percentage: 2.45% drop from peak profit (4.10% → 1.65%)
277,NSE:NIFTY2611325700PE,LONG,REAL,76.85,69.20,2600,-19890.00,-9.95%,+4290.00,-19890.00,+2925.00,-19890.00,199809,2026-01-14 08:05:19,2026-01-14 08:05:20,Microstructure: Volume spike with price rejection
278,NSE:NIFTY2611325700CE,LONG,REAL,99.20,118.50,2000,+38600.00,+19.46%,+41800.00,+0.00,+27877.78,-,198400,2026-01-14 08:05:21,2026-01-14 08:05:23,Drop in percentage: 1.61% drop from peak profit (21.07% → 19.46%)
279,BSE:SENSEX2611483600CE,LONG,REAL,489.85,542.00,385,+20077.75,+10.65%,+23696.75,+0.00,+17469.37,-,188592,2026-01-14 08:05:21,2026-01-14 08:05:23,Drop in percentage: 1.92% drop from peak profit (12.57% → 10.65%)
280,NSE:NIFTY2611325700CE,LONG,REAL,118.50,115.15,1680,-300.00,-2.83%,+0.00,-5628.00,-,-5628.00,199080,2026-01-14 08:05:23,2026-01-14 08:05:23,Hard stop loss hit
281,NSE:FINNIFTY26JAN27600CE,LONG,REAL,283.75,288.00,700,+2975.00,+1.50%,+5600.00,+0.00,+3793.12,-,198625,2026-01-14 08:05:23,2026-01-14 08:05:26,Drop in percentage: 1.32% drop from peak profit (2.82% → 1.50%)
282,NSE:NIFTY2611325700CE,LONG,REAL,115.15,110.20,1720,-300.00,-4.30%,+0.00,-8514.00,-,-8514.00,198058,2026-01-14 08:05:23,2026-01-14 08:05:24,Hard stop loss hit
283,BSE:SENSEX2611483600CE,LONG,REAL,542.00,528.75,350,-300.00,-2.44%,+0.00,-4637.50,-,-4637.50,189700,2026-01-14 08:05:23,2026-01-14 08:05:24,Hard stop loss hit
284,NSE:NIFTY2611325700CE,LONG,REAL,110.20,105.20,1800,-300.00,-4.54%,+0.00,-9000.00,-,-9000.00,198360,2026-01-14 08:05:24,2026-01-14 08:05:24,Hard stop loss hit
