symbol,status,latest_price,final_signal,raw_signal,daily_signal,daily_prob,daily_regime,daily_return_pred,intraday_signal,intraday_prob,intraday_regime,intraday_return_pred,rl_action,volatility,volatility_pos,volatility_neg,trend_filter,breakout_filter,momentum_filter,volatility_filter,confidence_filter,trend_conf,breakout_conf,momentum_conf,confirmations,orders,pnl,unrealized_pnl
BSE:SENSEX2610185100PE,SUCCESS,369.15,0,1,1,0.6190476190476191,1,-0.006326777394860983,1,0.5801526717557252,1,-0.001375401858240366,2,0.013568891771694196,0.0041575411523621444,0.009173082177535069,1,1,-1,True,True,True,True,False,2,0,0.0,0.0
BSE:SENSEX2610185100CE,SUCCESS,193.95,1,0,0,0.2916666666666667,0,0.010998034849762917,0,0.22857142857142856,0,0.005045236088335514,0,0.014643205491503636,0.009687091033577622,0.004503948792223784,1,1,1,True,True,False,False,False,0,1,1.6999999999999886,1.6999999999999886
NSE:NIFTY25DEC26050PE,SUCCESS,81.8,0,1,1,0.5,1,-0.009271163493394852,1,0.5324675324675324,2,-0.0016630697064101696,2,0.022665225599188925,0.008468783138159497,0.015318153047409555,1,1,-1,True,True,True,True,False,2,0,0.0,0.0
NSE:NIFTY25DEC26050CE,SUCCESS,29.75,1,1,1,0.30434782608695654,1,0.021516254171729088,1,0.5166666666666667,2,3.7987522318871925e-06,2,0.023514615985497592,0.01667171474066283,0.008317265760853775,1,1,1,True,True,True,True,True,3,5,0.9499999999999993,0.4499999999999993
