Time,Open,High,Low,Close,TradeVol,Vol,date,datetime,daily_return_open_close,daily_return,state
1765432825,491.05,491.05,491.05,491.05,0,21600,2025-12-11T11:30:25+05:30,12-11-2025 11:30:25,0.0,0.0,no
1765432830,490.8,490.8,490.8,490.8,20,21600,2025-12-11T11:30:30+05:30,12-11-2025 11:30:30,-0.25,0.0,no
1765432835,490.8,490.8,490.8,490.8,0,21600,2025-12-11T11:30:35+05:30,12-11-2025 11:30:35,0.0,0.0,no
1765432840,490.8,490.8,490.8,490.8,0,21600,2025-12-11T11:30:40+05:30,12-11-2025 11:30:40,0.0,0.0,no
1765432845,480.65,480.65,480.65,480.65,60,21600,2025-12-11T11:30:45+05:30,12-11-2025 11:30:45,-10.150000000000034,0.0,no
1765432850,480.65,480.65,480.65,480.65,0,21600,2025-12-11T11:30:50+05:30,12-11-2025 11:30:50,0.0,0.0,no
1765432855,480.65,480.65,480.65,480.65,0,21600,2025-12-11T11:30:55+05:30,12-11-2025 11:30:55,0.0,0.0,no
1765432860,480.65,480.65,480.65,480.65,0,21600,2025-12-11T11:31:00+05:30,12-11-2025 11:31:00,0.0,0.0,no
1765432865,480.65,480.65,480.65,480.65,0,21600,2025-12-11T11:31:05+05:30,12-11-2025 11:31:05,0.0,0.0,no
1765432870,480.0,480.0,474.9,478.6,220,21600,2025-12-11T11:31:10+05:30,12-11-2025 11:31:10,-2.0499999999999545,-1.3999999999999773,down
1765432875,478.6,478.6,478.6,478.6,0,21600,2025-12-11T11:31:15+05:30,12-11-2025 11:31:15,0.0,0.0,no
1765432880,483.7,483.7,483.7,483.7,40,21600,2025-12-11T11:31:20+05:30,12-11-2025 11:31:20,5.099999999999966,0.0,no
1765432885,483.7,483.7,483.7,483.7,0,21600,2025-12-11T11:31:25+05:30,12-11-2025 11:31:25,0.0,0.0,no
1765432890,483.7,483.7,483.7,483.7,0,21600,2025-12-11T11:31:30+05:30,12-11-2025 11:31:30,0.0,0.0,no
1765432895,483.7,483.7,483.7,483.7,0,21600,2025-12-11T11:31:35+05:30,12-11-2025 11:31:35,0.0,0.0,no
1765432900,482.5,482.5,482.5,482.5,20,21600,2025-12-11T11:31:40+05:30,12-11-2025 11:31:40,-1.1999999999999886,0.0,no
1765432905,482.8,482.8,482.8,482.8,20,21600,2025-12-11T11:31:45+05:30,12-11-2025 11:31:45,0.30000000000001137,0.0,no
1765432910,481.2,481.2,481.2,481.2,20,21600,2025-12-11T11:31:50+05:30,12-11-2025 11:31:50,-1.6000000000000227,0.0,no
1765432915,481.2,481.2,481.2,481.2,0,21600,2025-12-11T11:31:55+05:30,12-11-2025 11:31:55,0.0,0.0,no
1765432920,481.2,481.2,481.2,481.2,0,21600,2025-12-11T11:32:00+05:30,12-11-2025 11:32:00,0.0,0.0,no
1765432925,481.2,481.2,481.2,481.2,0,21600,2025-12-11T11:32:05+05:30,12-11-2025 11:32:05,0.0,0.0,no
1765432930,481.2,481.2,481.2,481.2,0,21600,2025-12-11T11:32:10+05:30,12-11-2025 11:32:10,0.0,0.0,no
1765432935,480.0,485.75,480.0,485.75,40,21600,2025-12-11T11:32:15+05:30,12-11-2025 11:32:15,4.550000000000011,5.75,no
1765432940,485.75,485.75,485.75,485.75,0,21600,2025-12-11T11:32:20+05:30,12-11-2025 11:32:20,0.0,0.0,no
1765432945,484.1,484.1,482.6,482.6,80,21600,2025-12-11T11:32:25+05:30,12-11-2025 11:32:25,-3.1499999999999773,-1.5,down
1765432950,485.95,485.95,485.95,485.95,60,21600,2025-12-11T11:32:30+05:30,12-11-2025 11:32:30,3.349999999999966,0.0,no
1765432955,485.95,485.95,485.95,485.95,0,21600,2025-12-11T11:32:35+05:30,12-11-2025 11:32:35,0.0,0.0,no
1765432960,485.95,485.95,485.95,485.95,0,21600,2025-12-11T11:32:40+05:30,12-11-2025 11:32:40,0.0,0.0,no
1765432965,485.95,485.95,485.95,485.95,0,21600,2025-12-11T11:32:45+05:30,12-11-2025 11:32:45,0.0,0.0,no
1765432970,478.9,478.9,478.9,478.9,100,21600,2025-12-11T11:32:50+05:30,12-11-2025 11:32:50,-7.050000000000011,0.0,no
1765432975,476.75,476.75,476.75,476.75,40,21600,2025-12-11T11:32:55+05:30,12-11-2025 11:32:55,-2.1499999999999773,0.0,no
1765432980,476.75,476.75,476.75,476.75,0,21600,2025-12-11T11:33:00+05:30,12-11-2025 11:33:00,0.0,0.0,no
1765432985,476.75,476.75,476.75,476.75,0,21600,2025-12-11T11:33:05+05:30,12-11-2025 11:33:05,0.0,0.0,no
1765432990,480.05,480.05,480.05,480.05,100,21840,2025-12-11T11:33:10+05:30,12-11-2025 11:33:10,3.3000000000000114,0.0,no
1765432995,480.05,480.05,480.05,480.05,0,21840,2025-12-11T11:33:15+05:30,12-11-2025 11:33:15,0.0,0.0,no
1765433000,480.05,480.05,480.05,480.05,0,21840,2025-12-11T11:33:20+05:30,12-11-2025 11:33:20,0.0,0.0,no
1765433005,490.0,490.0,490.0,490.0,20,21840,2025-12-11T11:33:25+05:30,12-11-2025 11:33:25,9.949999999999989,0.0,no
1765433010,495.0,495.0,495.0,495.0,40,21840,2025-12-11T11:33:30+05:30,12-11-2025 11:33:30,5.0,0.0,no
1765433015,496.4,496.4,494.1,494.1,60,21840,2025-12-11T11:33:35+05:30,12-11-2025 11:33:35,-0.8999999999999773,-2.2999999999999545,down
1765433020,494.1,494.1,494.1,494.1,0,21840,2025-12-11T11:33:40+05:30,12-11-2025 11:33:40,0.0,0.0,no
1765433025,497.5,497.5,497.5,497.5,20,21840,2025-12-11T11:33:45+05:30,12-11-2025 11:33:45,3.3999999999999773,0.0,no
1765433030,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:33:50+05:30,12-11-2025 11:33:50,0.0,0.0,no
1765433035,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:33:55+05:30,12-11-2025 11:33:55,0.0,0.0,no
1765433040,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:00+05:30,12-11-2025 11:34:00,0.0,0.0,no
1765433045,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:05+05:30,12-11-2025 11:34:05,0.0,0.0,no
1765433050,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:10+05:30,12-11-2025 11:34:10,0.0,0.0,no
1765433055,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:15+05:30,12-11-2025 11:34:15,0.0,0.0,no
1765433060,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:20+05:30,12-11-2025 11:34:20,0.0,0.0,no
1765433065,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:25+05:30,12-11-2025 11:34:25,0.0,0.0,no
1765433070,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:30+05:30,12-11-2025 11:34:30,0.0,0.0,no
1765433075,497.5,497.5,497.5,497.5,0,21840,2025-12-11T11:34:35+05:30,12-11-2025 11:34:35,0.0,0.0,no
1765433080,503.05,504.0,503.05,504.0,60,21840,2025-12-11T11:34:40+05:30,12-11-2025 11:34:40,6.5,0.9499999999999886,no
1765433085,504.0,504.0,504.0,504.0,0,21840,2025-12-11T11:34:45+05:30,12-11-2025 11:34:45,0.0,0.0,no
1765433090,504.0,504.0,504.0,504.0,0,21840,2025-12-11T11:34:50+05:30,12-11-2025 11:34:50,0.0,0.0,no
1765433095,504.0,504.0,504.0,504.0,0,21840,2025-12-11T11:34:55+05:30,12-11-2025 11:34:55,0.0,0.0,no
1765433100,505.0,505.0,505.0,505.0,60,21840,2025-12-11T11:35:00+05:30,12-11-2025 11:35:00,1.0,0.0,no
1765433105,505.0,505.0,505.0,505.0,0,21840,2025-12-11T11:35:05+05:30,12-11-2025 11:35:05,0.0,0.0,no
1765433110,499.25,499.25,499.25,499.25,20,21840,2025-12-11T11:35:10+05:30,12-11-2025 11:35:10,-5.75,0.0,no
1765433115,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:15+05:30,12-11-2025 11:35:15,0.0,0.0,no
1765433120,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:20+05:30,12-11-2025 11:35:20,0.0,0.0,no
1765433125,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:25+05:30,12-11-2025 11:35:25,0.0,0.0,no
1765433130,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:30+05:30,12-11-2025 11:35:30,0.0,0.0,no
1765433135,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:35+05:30,12-11-2025 11:35:35,0.0,0.0,no
1765433140,499.25,499.25,499.25,499.25,0,21840,2025-12-11T11:35:40+05:30,12-11-2025 11:35:40,0.0,0.0,no
1765433145,514.55,516.55,514.55,516.55,80,21840,2025-12-11T11:35:45+05:30,12-11-2025 11:35:45,17.299999999999955,2.0,no
1765433150,515.2,515.2,514.05,515.15,140,21840,2025-12-11T11:35:50+05:30,12-11-2025 11:35:50,-1.3999999999999773,-0.05000000000006821,down
